"id","author","authorLink","authorThumb","text","likes","time","timestamp","edited","hasReplies","repliesToken","numReplies","reply.id","reply.author","reply.authorLink","reply.authorThumb","reply.text","reply.likes","reply.time","reply.timestamp","reply.edited"
"UgzW6dCKHBNT0MYrBLR4AaABAg","Fishing Time","/channel/UC8UPChPK8mNK5NFQjvLSqtw","https://yt3.ggpht.com/a/AGF-l7_pkiASwu6GIh-LUrm7ATYRmqzhWaGEmg8s9Q=s48-c-k-c0xffffffff-no-rj-mo","George bush evil man in human uniform",0,"14 hours ago",1575490877250,false,false,,,,,,,,,,,
"UgyxsNYIbB6x0LNRAFN4AaABAg","Obscure Hat","/channel/UCYDTdthfnAM9MCj6X4dh1Sg","https://yt3.ggpht.com/a/AGF-l78NSgKm4CqaFk5HvERKF3dr2h5n7DweZRmVLQ=s48-c-k-c0xffffffff-no-rj-mo","""sir, It worked""",0,"14 hours ago",1575490877252,false,false,,,,,,,,,,,
"Ugw0a4M5xq6JP3U_O0F4AaABAg","Marcia Todack","/channel/UCA0pT-1hShsz0X5tujLWPbw","https://yt3.ggpht.com/a/AGF-l7-NI7B7WTFoxTnoCwkfeAhw_z8OSoFsX1yakA=s48-c-k-c0xffffffff-no-rj-mo","I admire the strength it took for him to hold his composure in front of those kids",0,"15 hours ago",1575487277254,false,false,,,,,,,,,,,
"UgxT1eDVNAHeQncEh_d4AaABAg","the_future_is_ relevant","/channel/UCP2gfXAkCWQVavTmYMrCbZg","https://yt3.ggpht.com/a/AGF-l78bjbdr9MC_sr-7CS8mABEHDzid9VZCETOA0Q=s48-c-k-c0xffffffff-no-rj-mo","Bush did 9/11",0,"15 hours ago",1575487277255,false,false,,,,,,,,,,,
"Ugx6pBK0qgN3Q30NCEV4AaABAg","Elia Baratella","/channel/UCCE_GlxyaerpmtZEWgIa59g","https://yt3.ggpht.com/a/AGF-l78OVBVExicZJ_CX0ldGVihQ2NIthcI2vgnh=s48-c-k-c0xffffffff-no-rj-mo","Was he in a fucking ""black only school""? Fuck that shit",0,"15 hours ago",1575487277257,false,false,,,,,,,,,,,
"Ugx5nvH8ReDDNMfxVCV4AaABAg","Idgaf","/channel/UCnzMqpmfXR8ISjeu-aqfOSA","https://yt3.ggpht.com/a/AGF-l787uihaUiWLJG2NiSHkkEFiGL1x1ZkkQ5vNyA=s48-c-k-c0xffffffff-no-rj-mo","He knew it was coming",0,"19 hours ago",1575472877258,false,false,,,,,,,,,,,
"UgwJRQsYLQKoNsgOY5x4AaABAg","Prokletý Básník","/channel/UCRTCbZldNwvn07KFaBhPIeQ","https://yt3.ggpht.com/a/AGF-l7_NvKGcCvSm4TNZ2r22ElHw2-ztkyzVpQ3piw=s48-c-k-c0xffffffff-no-rj-mo","He seems very very far away from that classroom.",0,"20 hours ago",1575469277260,false,false,,,,,,,,,,,
"UgwF6t8LN_-jXgB0wHp4AaABAg","A C","/channel/UC5yp5pxbAoFwMZgvv7bhdnA","https://yt3.ggpht.com/a/AGF-l79P1abmqim53Wk6LWsOFx6i1mlhOl0lL9O3rQ=s48-c-k-c0xffffffff-no-rj-mo","What a propaganda stunt. He knew what was going down on that day. His assistant wouldn't just whisper the news to him and be done with it. He would urgently call him into a private room. That gave the media a great opportunity to snap the pictures for the news stories. Why would he continue sitting there if he is in charge of the country? Propaganda stunt. People cannot think for themselves. The very fact he was at a school of all places on that day is a red flag in itself, let alone the act that follows.",0,"21 hours ago",1575465677262,true,false,,,,,,,,,,,
"Ugx68UPqu4-ZiGAy3zV4AaABAg","ASIT CICI","/channel/UCP2MRRxUcHKIQ8uDdBWa2cg","https://yt3.ggpht.com/a/AGF-l78t2PVojAsXSUtfpjhzHHVPLFkPfZsn9evplA=s48-c-k-c0xffffffff-no-rj-mo","STeel cant Melt Fuel",0,"22 hours ago",1575462077264,false,false,,,,,,,,,,,
"Ugw1gP6R9-2VnxJ7qOh4AaABAg","Gilbert Frrnandez","/channel/UCn6C2jbShNHGAGmvAJJxLDw","https://yt3.ggpht.com/a/AGF-l795jtKGalLZUVOwVV8usMwluO2N0gYlDq0SUg=s48-c-k-c0xffffffff-no-rj-mo","Bush: Anybody do that ? Reading more than watching TV ? \nKids: ✋✋✋✋✋✋✋✋✋✋\nBush: That's Good.",0,"1 day ago",1575454877265,true,false,,,,,,,,,,,
"UgwPhJPZSg7VDy0uPol4AaABAg","manny_ nuff","/channel/UCrTWn-9c6Suqp_2DfUicIag","https://yt3.ggpht.com/a/AGF-l7-BAiCLErWm7e_T8jH9wJAPFP43OzDvL5rjhA=s48-c-k-c0xffffffff-no-rj-mo","Secret service agent: we're under attack and planes have hit the twin towers.\nBush: Geez, is that all?",0,"1 day ago",1575454878184,false,false,,,,,,,,,,,
"Ugylj4HEd1V-2lp41PV4AaABAg","Daniel Gaughan","/channel/UCl-CbTyJbb_X6hTc371JH_w","https://yt3.ggpht.com/a/AGF-l79LEwI0w7h_YkLrRGgX2FYp9JhEc7F7ImWgLQ=s48-c-k-c0xffffffff-no-rj-mo","Where are those children now? Crisis actors at some white supremacist shooting hoax.",0,"1 day ago",1575454878186,false,false,,,,,,,,,,,
"UgyaUKqzP6ouUrZd5BF4AaABAg","leonardo ramirez","/channel/UCxjsB1s3v6B6c6ObJf62Zgg","https://yt3.ggpht.com/a/AGF-l7-jr--_7qz_d4jYQpoXi-QZ9p8fwXlh3qvwfg=s48-c-k-c0xffffffff-no-rj-mo","back when ppl were more civilized, and even if you didn’t agree politically, you wouldn’t be harassed or shouted down by the democrat brown shirts",0,"1 day ago",1575454878188,false,false,,,,,,,,,,,
"UgyXFZZ7dPnEhDydLhF4AaABAg","JaguarJigmey","/channel/UCVYbHezQFxeHWk3uuXKrKNw","https://yt3.ggpht.com/a/AGF-l7-WqLg0_FPvGaMoeN6q-nGW5u5J4UX9Ku1RAQ=s48-c-k-c0xffffffff-no-rj-mo","Plane, steel, must ??????? Anyone heard that shit, Shit got me shook",0,"1 day ago",1575454878190,false,false,,,,,,,,,,,
"Ugx4APHIkjfJvi2r4EB4AaABAg","Matt Thompson","/channel/UC7xgQRA0ULaQ6oSfAKB6ifw","https://yt3.ggpht.com/a/AGF-l78zllAoN9O2dn_5CkNQXVl66UKZrRWtj1j6fg=s48-c-k-c0xffffffff-no-rj-mo","Why did the Secret Service not remove him?  They had no idea where all the planes were supposedly.",0,"1 day ago",1575454878195,false,false,,,,,,,,,,,
"Ugyou32nTxDbEAnfkD94AaABAg","your majesty mrmac215","/channel/UCgOkKikxjVYxb_RguZBn84w","https://yt3.ggpht.com/a/AGF-l7-0Kbt25VQUFUn9WRPtSmeV46Z6dCL3rtVu_A=s48-c-k-c0xffffffff-no-rj-mo","Knowin bush dont give a shit about none of those black kids",0,"1 day ago",1575454878198,false,false,,,,,,,,,,,
"UgxXrgUl68xrSXyr73l4AaABAg","fluffytoaster427","/channel/UCGyVuP2J05jwWAzPGNoUS-w","https://yt3.ggpht.com/a/AGF-l78fJTqtForjHRZ9JAKZW2clr1CFPAPdmDkbFg=s48-c-k-c0xffffffff-no-rj-mo","YouTube algorithm bringing us all together again",1,"1 day ago",1575454878200,false,false,,,,,,,,,,,
"UgwEd2EiiE44KWtZzuJ4AaABAg","Brenda Dominguez","/channel/UC7pJOR51_mi2CZV8vTdA5CA","https://yt3.ggpht.com/a/AGF-l79qDVlfKwH0X68J5xISA6HAlc0U8tU8L0tQAg=s48-c-k-c0xffffffff-no-rj-mo","why does he look so calm and not excusing himself...eerily unbothered",0,"1 day ago",1575454878202,true,false,,,,,,,,,,,
"UgwhoxW3WN6lx4QeuN14AaABAg","Blue Beetle","/channel/UC4COdklZsjSDaL7nhKqYEkg","https://yt3.ggpht.com/a/AGF-l7_IAMAmkXZc5LhObzEECLiCTgZU8ZgqV7s-=s48-c-k-c0xffffffff-no-rj-mo","Bush being there at that time is like a scene out of a movie... they are usually staged too .",0,"1 day ago",1575454878203,false,false,,,,,,,,,,,
"Ugz2ttJNGgecoMFtFpR4AaABAg","Brian Heath","/channel/UCHVG6J35m1RVYbvCUBi0ZVQ","https://yt3.ggpht.com/a/AGF-l78Vwfb1Oj14dsz1jj8OVAfZ1alhzR5Y6Qih=s48-c-k-c0xffffffff-no-rj-mo","So where is all the little white kids lol?",0,"1 day ago",1575454878205,false,false,,,,,,,,,,,
"Ugywn6ml-nOzTXq-jYd4AaABAg","Deepak Mitruka","/channel/UC-m6woNTfFkfqi-o5rWMsdg","https://yt3.ggpht.com/a/AGF-l7-8Zanf3mofpK0vctNvh-GzTFNqrf01LEe6-g=s48-c-k-c0xffffffff-no-rj-mo","Worst part... He made the announcement even before the second plane hit the towers... \n\n\n\n\n\nYupp... It happened...",1,"1 day ago",1575454878207,false,false,,,,,,,,,,,
"UgxT-nXfvyibr1BNcbR4AaABAg","Erwin Suryadi","/channel/UChwyFZRRW6GRtnx3brHT0tg","https://yt3.ggpht.com/a/AGF-l7_FEHyau-71P9210h1ZjS-j0bJ582a7J0zhgw=s48-c-k-c0xffffffff-no-rj-mo","Bush's mind : ""Well, Dick Cheney will take care about that""",0,"1 day ago",1575454878208,false,false,,,,,,,,,,,
"UgycH_gNx9o_VKpDa2F4AaABAg","Anand Ngangbam","/channel/UC-ZmNZlcuVtYSwbmXpLOSFQ","https://yt3.ggpht.com/a/AGF-l7_D8pa_e0ezeMP7_4Vl9ldIO7vQmM-sBzgfyw=s48-c-k-c0xffffffff-no-rj-mo","Bush is like ""hey lady, aren't you done yet? """,0,"1 day ago",1575454878210,false,false,,,,,,,,,,,
"UgxC0ur9H1fgt5Mp6054AaABAg","Christopher Smith","/channel/UC9Wjfsharh4GX0Jh64HPIIw","https://yt3.ggpht.com/a/AGF-l79ugHA0U7wzOELpnVyJgrxZzNsQxWkiJI-P9A=s48-c-k-c0xffffffff-no-rj-mo","I’d love to see an interview of the teacher",0,"1 day ago",1575454878213,false,false,,,,,,,,,,,
"Ugz_BURBWnZ-qz3mMoN4AaABAg","So Craxy","/channel/UCBzG32YtOJ4ZKdKl29ugunw","https://yt3.ggpht.com/a/AGF-l7_Lh-jbUomDffc5S2vAaRwSI3--hXvTy_VNQg=s48-c-k-c0xffffffff-no-rj-mo","if this was really a classroom.\nThe whispers might said, \n""sir, may i go to the toilet please?""",0,"1 day ago",1575454878215,true,false,,,,,,,,,,,
"UgzTtOb_j7Np37y91t14AaABAg","Ridhuan AB","/channel/UCleZpkBbTmYFfC3KoZOj50Q","https://yt3.ggpht.com/a/AGF-l7-_Gys5ySnGc3eSjSapQC5fnw-FfPQhsZmBjQ=s48-c-k-c0xffffffff-no-rj-mo","YouTube : 12 years later, lets recommended this video to you",0,"2 days ago",1575368478216,false,false,,,,,,,,,,,
"UgyYs_dbYUwk7Kyi8aJ4AaABAg","DonDada","/channel/UCXokM9hoyT0-PHsikflXRnw","https://yt3.ggpht.com/a/AGF-l799bd7j-SrNvFPpgCPwoJR9knMNhsm1tsMyHQ=s48-c-k-c0xffffffff-no-rj-mo","Lmao, can’t help but think of Scary Movie 3 parodying this",0,"2 days ago",1575368478217,false,false,,,,,,,,,,,
"Ugy4aeR8DC8Ow4BG2rR4AaABAg","willbur 420","/channel/UCcJT7HeA7XlgvZP30LQkBbA","https://yt3.ggpht.com/a/AGF-l7_ao0_60YqtaZiYeM15g905bH5Srxz7F6OvBw=s48-c-k-c0xffffffff-no-rj-mo","Bush Cheney conspired with the Jews",1,"2 days ago",1575368478219,false,false,,,,,,,,,,,
"Ugyr05CLVr4ND0XA9QR4AaABAg","The White Rabbit","/channel/UCxCPb9HFZKXZ_-GnlXDfY0Q","https://yt3.ggpht.com/a/AGF-l784m5naLBJsAbqlt0QSkqVT-WlKs_9S-Ey73A=s48-c-k-c0xffffffff-no-rj-mo","smug piece of treasonous shit..",1,"2 days ago",1575368478220,false,false,,,,,,,,,,,
"UgxAT5xO9sLQE_rGepl4AaABAg","Paul Janssen","/channel/UC6yTuYRGwxcUGd-igfJo6_Q","https://yt3.ggpht.com/a/AGF-l79KMlh6Wujaqt1OSktunT89S0_cJf1uOOVk-w=s48-c-k-c0xffffffff-no-rj-mo","This is amazing George Bush jr. With a bunch of kindergarteners knowing that there was going to be attack on America what a bunch of crap and the teacher what was she up to or was she the teacher did she have prior knowledge of 9/11 and those poor kids used 4 deep State operation called 911 war with the nation of Iraq",0,"2 days ago",1575368478222,false,false,,,,,,,,,,,
"UgzaTkTBRjtqGP4Rc9Z4AaABAg","Throwables","/channel/UCKtqXLfg93PIFH1sQrzD9-w","https://yt3.ggpht.com/a/AGF-l7-atGfj_fj8kM9CqfVAlhJQIs4Cm4pq6i-KoA=s48-c-k-c0xffffffff-no-rj-mo","I live 10 minutes away from the school he was at, Emma E Booker",0,"2 days ago",1575368479080,false,false,,,,,,,,,,,
"UgzUZF_FRtEFdL8pXUh4AaABAg","Iskandar_06 Anthem","/channel/UCd6F8ud8Ty_5TwTTEhJmm_w","https://yt3.ggpht.com/a/AGF-l79_HZvmxGGboKCKSvflGc-XVjcRNx-bYBoQkg=s48-c-k-c0xffffffff-no-rj-mo","Bush be like..\nIts already happen? Noted..",0,"2 days ago",1575368479082,false,false,,,,,,,,,,,
"UgxSvR4s50_C4MrwK_54AaABAg","Natural State Bear","/channel/UCZxd3_eKeZaLYqv9kjuHfFA","https://yt3.ggpht.com/a/AGF-l79HrbzCcFfRN_5alR-oL85yKNq5ZRn5-71xTg=s48-c-k-c0xffffffff-no-rj-mo","Building 7 didn’t kill itself",1,"2 days ago",1575368479083,false,false,,,,,,,,,,,
"UgzUWshSpvXIMjQJSxZ4AaABAg","THE FLAT EARTH WARRIORZ","/channel/UCG-X_j1GZwP4u1nLypSgYAw","https://yt3.ggpht.com/a/AGF-l78S-8rOIwT65qFNQBY89mPRWdJwu-5VPy1ZHQ=s48-c-k-c0xffffffff-no-rj-mo","What a demon",0,"2 days ago",1575368479085,false,false,,,,,,,,,,,
"UgwpE0IUMf5-0SFRaN94AaABAg","Cooper Hurst","/channel/UCue0w7q1jCCDNTG69MXzvVA","https://yt3.ggpht.com/a/AGF-l78MojYBTAUY_y5keTmgD_JnSgvEqbwFRmfwWg=s48-c-k-c0xffffffff-no-rj-mo","“Strike Scream Run” - Toby Flendersom",5,"2 days ago",1575368479087,false,false,,,,,,,,,,,
"Ugzj4iwAeCNbrKHEhw54AaABAg","Casey Cividanes","/channel/UCiEi9AsnRECCcrsggAZGIXA","https://yt3.ggpht.com/a/AGF-l78PsA1ks93pKAictOfAAeN84YiqQkEH0AZDhg=s48-c-k-c0xffffffff-no-rj-mo","Definition of treason. 1 : the offense of attempting by overt acts to overthrow the government of the state to which the offender owes allegiance or to kill or personally injure the sovereign or the sovereign's family. 2 : the betrayal of a trust : treachery.",1,"2 days ago",1575368479088,false,false,,,,,,,,,,,
"UgynioybSBpsjdEtEeF4AaABAg","Quentin Butschlick","/channel/UCvhrYHj1jC6MQtJ8bs_PDAQ","https://yt3.ggpht.com/a/AGF-l78dMVS6hDtRt_ZeDAC8SITSZOf9MaoraNG4Jw=s48-c-k-c0xffffffff-no-rj-mo","i’m really confused by this video, i can tell that he looks uncomfortable and what not and the whole plane and must and steal and hit thing but is there anything else that like proves anything?  i mean maybe their were threats of this attack happening that only the president knew and that’s why he seemed weird and this whole video is confusing to me",1,"2 days ago",1575368479090,false,false,,,,,,,,,,,
"Ugw-eHcHVC1tIiJGJi54AaABAg","DevelopingRepo_RBLX","/channel/UC0kLVVx6eLvu55_zq7wxvoQ","https://yt3.ggpht.com/a/AGF-l79WmHxmeMzokGMZK5HVxnzgbXYdRk29dd5HTw=s48-c-k-c0xffffffff-no-rj-mo","This was very racist, and did anybody notice ""MUST STEAL HIT PLANE""? this is spooky ngl",1,"2 days ago",1575368479091,false,false,,,,,,,,,,,
"UgzURt75NmPDIEfCHU54AaABAg","MIraculous Journey","/channel/UC7A5sFZWrPxMwdnh4K944gQ","https://yt3.ggpht.com/a/AGF-l79joR1CZY1zH7qmKSEm4-rB0LjZTiYO_cJ1bw=s48-c-k-c0xffffffff-no-rj-mo","People who dislike this video might have no respect for 9/11 and all the lives  that were taken rather you like George bush or not",1,"2 days ago",1575368479093,false,false,,,,,,,,,,,
"UgzPfGNevsfpvmHwXVt4AaABAg","William Fulgham","/channel/UCy7xa7KU1CTfhQnVO2rRI9w","https://yt3.ggpht.com/a/AGF-l7-56OhLGpIInKuUiwl1Npb-U_VsX6QpJL8VWQ=s48-c-k-c0xffffffff-no-rj-mo","Such a bad actor, he gave it away when the aide said, \n"" Mr. President, the first drone has hit,""  and he just sat there smiling.",0,"2 days ago",1575368479094,false,false,,,,,,,,,,,
"UgyOgYwbGriIeVtFRLx4AaABAg","C B","/channel/UCoisPgOoaLwpGhqhg7PjEIg","https://yt3.ggpht.com/a/AGF-l7_3sgUKD_j-2NfK8U9J--aIB9dXrf-XqJzMMw=s48-c-k-c0xffffffff-no-rj-mo","Isn't it strange that on this very day  Bush senior was having a meeting with Osama Bin Laden brother in a hotel in New York?",0,"2 days ago",1575368479096,false,false,,,,,,,,,,,
"UgwMsLWEmfKOhXuDGU94AaABAg","09F430_19Grndsprt_09s/cViper_17stg3ecobst_imbroke","/channel/UCUrH8DpUW3lfGjEU-SNwiGA","https://yt3.ggpht.com/a/AGF-l79GXMbADh0YHosUWIKNlYeNLoVs9qG2URzXDA=s48-c-k-c0xffffffff-no-rj-mo","What a cute way to hide you knew wtf was going down. “Sir the planification is in place, would you like to learn how to read some more “",0,"2 days ago",1575368479097,true,false,,,,,,,,,,,
"Ugwx5sBfgpGCY58Bnox4AaABAg","Gorgoroth Bergen","/channel/UCG25bue_aiNEU8T4wwybVBg","https://yt3.ggpht.com/a/AGF-l7_GmuxL4E38RHojZ9VZfEqNL9S1SdyeVcF0CQ=s48-c-k-c0xffffffff-no-rj-mo","Actually is Not funny; Mr.President was in a primary school; America was under,  Your Leftists Bearded Taliban Attack.  He was under shock.",0,"2 days ago",1575368479099,false,false,,,,,,,,,,,
"UgxyojjLgylRZeGRqYd4AaABAg","I am that I am","/channel/UCdBXqW8hR60fQCrO33Y58nQ","https://yt3.ggpht.com/a/AGF-l7_uKEpxHXkE6XPNXIw0itS9G4frBWVoXdOm=s48-c-k-c0xffffffff-no-rj-mo","Teacher, live them kids alone !\nBush the enemy within, one who is responsible for 9'11.",0,"2 days ago",1575368479101,false,false,,,,,,,,,,,
"Ugy_tykKucWqnE12BHV4AaABAg","Dad Y","/channel/UCRHI6Zl5asar_udAXC-tKBQ","https://yt3.ggpht.com/a/AGF-l79kPy_-grJjGGW_7LJ9h3FiRSjNHAOJpCvYpw=s48-c-k-c0xffffffff-no-rj-mo","5:03 thats me in a class",1,"2 days ago",1575368479104,false,false,,,,,,,,,,,
"Ugwnh5DuURMhtTHM1jh4AaABAg","James Fureyster","/channel/UCPihD0DC-NejP7c5Q6rfuLQ","https://yt3.ggpht.com/a/AGF-l78wECfCPBtL3v02WyQxexsUE6F8huSbZhbdjw=s48-c-k-c0xffffffff-no-rj-mo","He knew it was going to happen, thats why they put him in student class, whats the most convencing thing 😂😂😂😂",0,"2 days ago",1575368479110,true,false,,,,,,,,,,,
"UgzYdsLObcky6CEl0s54AaABAg","tank tank","/channel/UCpKHJbSyNN2rCKgyIhHzxRw","https://yt3.ggpht.com/a/AGF-l7_reLM7otTEpYmcMvxwsV0w6o8ZYu3AbnUS-w=s48-c-k-c0xffffffff-no-rj-mo","Bush done 50 on it to get me the strap",0,"2 days ago",1575368479113,false,false,,,,,,,,,,,
"UgyTIHzUQn_p7aUbrhZ4AaABAg","bill gapes","/channel/UCEkYNNBIL6TQBpp9vBb36FA","https://yt3.ggpht.com/a/AGF-l7-Zp_BfD4_K7Pz_hJHPY7RgX9J7K3vzF7WaDg=s48-c-k-c0xffffffff-no-rj-mo","Hidden  behind the  wee ones not working  evil Georgie",0,"2 days ago",1575368479115,false,false,,,,,,,,,,,
"UgwQGYvoDe4vk7PEP294AaABAg","Eric Wood","/channel/UCjomNXdRU17--yO2cUTUbBw","https://yt3.ggpht.com/a/AGF-l78N8MOJvw4Dk27abM5XL3pLnGlJtnUnd0j7mw=s48-c-k-c0xffffffff-no-rj-mo","INSIDE JOB - the Terrorist is in the classroom",0,"2 days ago",1575368479117,false,false,,,,,,,,,,,
"UgwK16xvaWwWgzncc-d4AaABAg","Doc Lo’s Beast Mode","/channel/UCJ_z2UP1CvdZlODTcD3b6Ww","https://yt3.ggpht.com/a/AGF-l79jzaUeqoMyPBTqSaV-n-UL8huWwflY0zcSXQ=s48-c-k-c0xffffffff-no-rj-mo","Secret Service Agent: “My Lord, The Eagle Had Landed...”",37,"2 days ago",1575368479119,false,false,,,,,,,,,,,
"UgyuMyT7tK0wtme5fl94AaABAg","ratsface","/channel/UC6EHpvTT3DrvrenhiDhQ3HQ","https://yt3.ggpht.com/a/AGF-l7_CFCOwYanBRscJbgg5SPO600mb_HqoLKYMvA=s48-c-k-c0xffffffff-no-rj-mo","Why does he keep sitting there?",0,"2 days ago",1575368479970,false,false,,,,,,,,,,,
"UgySVzMsqsKM2gbJzTV4AaABAg","Sayittomyface Idareyou","/channel/UCIOKCMjV151pscb60d3xKIQ","https://yt3.ggpht.com/a/AGF-l79TP8VysCHMOHTKGA_l2iw4VxuigMR8H-u1XA=s48-c-k-c0xffffffff-no-rj-mo","Stay woke people.",0,"2 days ago",1575368479971,false,false,,,,,,,,,,,
"Ugw_vnSBF3SETbmea2Z4AaABAg","Fess 007","/channel/UCQ9RDD5JE3Dd_JwWj7sXLFA","https://yt3.ggpht.com/a/AGF-l7_M5m4QL-Jn6GNkQwuE51fgtlVBiE74ddguHQ=s48-c-k-c0xffffffff-no-rj-mo","He’s aware he’s been duped.\nThey told him they were only using books with pictures and no words.",7,"2 days ago",1575368479972,false,false,,,,,,,,,,,
"UgwoAe3KWqb8saefzip4AaABAg","Phil Potts","/channel/UC8dcqJmL0nhjai3QmeqVI0A","https://yt3.ggpht.com/a/AGF-l78LgPNwB1C_A9TQxnQkt-VTTNiK-ZxO1stWjg=s48-c-k-c0xffffffff-no-rj-mo","Choral reading+rhythmic..interesting. Prez Bush is just himself..no war criminal here.",0,"2 days ago",1575368479973,false,false,,,,,,,,,,,
"UgxhLrlkV3fVW2ceYP54AaABAg","CoffeeTimeBrian11","/channel/UCkvUXV1zjbE-90e707izCVA","https://yt3.ggpht.com/a/AGF-l78NMJP4DsntyoMdijgAGXa9cA_l1fPWgSjrbg=s48-c-k-c0xffffffff-no-rj-mo","Cheyney was already hiding in a bunker hoping to become President soon.  Bush Sr was like New World Order; excellent...Creepy time.",0,"2 days ago",1575368479974,false,false,,,,,,,,,,,
"UgzD7iLWuiPi0AOMAnF4AaABAg","stanly stud","/channel/UCCtHoz779PtQvURDOTo28eg","https://yt3.ggpht.com/a/AGF-l79ETnm7qH314rNKsHlEpwWkz1hvbBW7vx1d6A=s48-c-k-c0xffffffff-no-rj-mo","Any white Kids in that Class?",0,"2 days ago",1575368479975,false,false,,,,,,,,,,,
