"id","author","authorLink","authorThumb","text","likes","time","timestamp","edited","hasReplies","repliesToken","numReplies","reply.id","reply.author","reply.authorLink","reply.authorThumb","reply.text","reply.likes","reply.time","reply.timestamp","reply.edited"
"UgxYLHbkOme4_BKVWyt4AaABAg","Powerage Scott","/channel/UC9l-YiTS4MBjlt_Qze5C9PA","https://yt3.ggpht.com/a/AGF-l7-8fPYsooWH1CBCARJ8XQ70VgVOhv_EB4pHlQ=s48-c-k-c0xffffffff-no-rj-mo","nixon had the intelligence to resign. How low the republicans have sunk.",0,"7 minutes ago",1575615329818,false,false,,,,,,,,,,,
"Ugw7tFGzK5c4w3DR2wh4AaABAg","Kuffar Ibn Jaffar","/channel/UCm0zj6ApqnogpzTIl08N5PA","https://yt3.ggpht.com/a/AGF-l7-S1NF0xTFUHlSQRnySB-GiWDjasTa8quL5mw=s48-c-k-c0xffffffff-no-rj-mo","Trump isn't going anywhere except Mar Lago. Get over it",0,"7 minutes ago",1575615329819,false,false,,,,,,,,,,,
"UgxKSCmykV6OhKlWrct4AaABAg","KILLAWATTS 804","/channel/UCF1Bs5tVYJqXiN_LYxIC4MQ","https://yt3.ggpht.com/a/AGF-l7_xmuHhNHzIrr2PUHwfKWhxafPNYBPNySOjLw=s48-c-k-c0xffffffff-no-rj-mo","Say what you want about her but i respect that woman right there!👍 She put u in check when she has to no doubt!",0,"7 minutes ago",1575615329820,false,false,,,,,,,,,,,
"Ugzh5FldZLJarDY1JZR4AaABAg","Biên Hòa Memories","/channel/UCDfL0nzwL79lAcVlZNhCSVg","https://yt3.ggpht.com/a/AGF-l7-U582amWTAENKdfPjG4g9PRRLARxUgjYHlTQ=s48-c-k-c0xffffffff-no-rj-mo","Just get over it - get him out of the W.H",0,"9 minutes ago",1575615209822,false,false,,,,,,,,,,,
"Ugyel8A6UsUWQd4G1fJ4AaABAg","Iceberg Rose","/channel/UCF4MF34XDpR9X1fKLfZBOjQ","https://yt3.ggpht.com/a/AGF-l7_JX5aHfAxOAXf2c0hcVUaiVRAu0bCwJXS_JQ=s48-c-k-c0xffffffff-no-rj-mo","Will the senate convict him? No. Waste of time",0,"10 minutes ago",1575615149823,false,false,,,,,,,,,,,
"UgwOFdQMHWaE826WD_d4AaABAg","Shawn Delecia","/channel/UCeS6GYNI9EIq_gljdizCJDg","https://yt3.ggpht.com/a/AGF-l7_ATAm87sAwhWBle6mFKXrAaVJHUaPs2EGskA=s48-c-k-c0xffffffff-no-rj-mo","Wow Nancy well said we all need to pray for the President the Future of the world Depends on it",0,"11 minutes ago",1575615089825,false,false,,,,,,,,,,,
"Ugzwwzwq9jkGNDUVqIN4AaABAg","sandra burke","/channel/UCmmGJtM396jHwqUQ6SWF0SA","https://yt3.ggpht.com/a/AGF-l797LmWeY4pJqVCBy92plRvCgGrdt-9jWKMNQQ=s48-c-k-c0xffffffff-no-rj-mo","Spain had Submarine of Cocaine Seized last weekweek. Nancy Pelosi went to Madrid Last Week.  Is Nancy a Mule and just lost her load?",0,"11 minutes ago",1575615089826,false,false,,,,,,,,,,,
"Ugw9ClEZMSZdABngsGx4AaABAg","A L","/channel/UC5bhvTExmzJFcMScgq1EnpQ","https://yt3.ggpht.com/a/AGF-l79SjlzQ-ZmhsenCsfueIu1yz088M4ZH5ksNEw=s48-c-k-c0xffffffff-no-rj-mo","The Russian bots are already working full time for mob boss con man Trump, king of the swamp...🐀🐀🐀🤢🤢🤢",1,"11 minutes ago",1575615089828,true,false,,,,,,,,,,,
"UgxXedNDsP5vzlu-seR4AaABAg","john frank","/channel/UC2uBz6Nc_Zr4zox_aDHBEqQ","https://yt3.ggpht.com/a/AGF-l7_GnIIkIW_KBq3zu2sqiRBGortroYilnsDh3w=s48-c-k-c0xffffffff-no-rj-mo","He appointed a gang of far right judges, how is that an accomplishment hell he could not name a single judge he is boasting about. Pelosi stood her ground I appreciate a strong woman even a politician.",0,"11 minutes ago",1575615089830,false,false,,,,,,,,,,,
"UgzcGCZrv-ahOyPpY394AaABAg","K Vo","/channel/UCYkNcO5tjfdisBuUZVja2tg","https://yt3.ggpht.com/a/AGF-l78KDdl06xRdcsKZw9bWSUqmy6L11oNTl7mL6w=s48-c-k-c0xffffffff-no-rj-mo","Uuuuuuuuuuuu she told you.",0,"11 minutes ago",1575615089834,false,false,,,,,,,,,,,
"UgwSVdjaOftq0T0parV4AaABAg","cookies4present","/channel/UCGAJnzAhF62YfQUdWzxRN4g","https://yt3.ggpht.com/a/AGF-l79IhPLPgEY4cWM-1tq2xKI4ro4RY7YjWHPpVA=s48-c-k-c0xffffffff-no-rj-mo","tarnish his legacy? future history books will have brief statement about him and move onto the next person who has to fix everything he did",1,"12 minutes ago",1575615029835,false,false,,,,,,,,,,,
"UgwoogvjqKfupTk0EFd4AaABAg","Winston C","/channel/UC8vqWWpR9SQdOPh1BHB97-w","https://yt3.ggpht.com/a/AGF-l78IoIriNRnAHdG62iuaI7CWSO-YU7qI9zhrOw=s48-c-k-c0xffffffff-no-rj-mo","Nail that fat orange fuck to the wall!",0,"13 minutes ago",1575614970883,false,false,,,,,,,,,,,
"UgwT0nuA5XlffHId-fh4AaABAg","their all the way","/channel/UC_0r5FP6_U8JhKdaov-p8Vg","https://yt3.ggpht.com/a/AGF-l7-TVR2wy8spaxobVSzIqKH5ZV2mLrvRsJzOvg=s48-c-k-c0xffffffff-no-rj-mo","I’ll come back later to laugh at liberals when this nonsense goes away",3,"13 minutes ago",1575614970885,false,true,"EkQSC19FQW83NEdjVzNnwAEAyAEA4AEBogINKP___________wFAAMICGxoXaHR0cHM6Ly93d3cueW91dHViZS5jb20iABgGMk4aTBIaVWd3VDBudUE1WGxmZkhJZC1maDRBYUFCQWciAggAKhhVQ3VwdlpHLTVrb19laVhBdXBiRGZ4V3cyC19FQW83NEdjVzNnQAFI9AM%3D",1,,,,,,,,,
,,,,,,,,,,,,"UgwT0nuA5XlffHId-fh4AaABAg.92Bg87aDjF892BhT8noU9U","princeoftidds","/channel/UCnG1OvQpAJ8ru0LdJimuJUQ","https://yt3.ggpht.com/a/AGF-l7_Ave5uq-fmSnx787cVIr-8C18FtnwGNTd8iw=s32-c-k-c0xffffffff-no-rj-mo","Cool try, buddy!",0,"1 minute ago",1575615691277,false
"Ugz8dh0nqj4x6Nwi1hd4AaABAg","sandra burke","/channel/UCmmGJtM396jHwqUQ6SWF0SA","https://yt3.ggpht.com/a/AGF-l797LmWeY4pJqVCBy92plRvCgGrdt-9jWKMNQQ=s48-c-k-c0xffffffff-no-rj-mo","Who Follows Where Foreign Aid Money Is Spent Once Its Released To The Country?  NOONE! IMAGINE having that PIGGY BANK!",0,"13 minutes ago",1575614970886,false,false,,,,,,,,,,,
"UgwAs7XxeSI9pZ4RJRp4AaABAg","Bigdzl L.","/channel/UC6POY6CaHFIasT-0wLFABhw","https://yt3.ggpht.com/a/AGF-l78RhH2ntL_Id75L7c53Oob6qnuxhhi3KkwMwQ=s48-c-k-c0xffffffff-no-rj-mo","Above the law he does not care. ultimate example of white privilege.",0,"13 minutes ago",1575614970889,false,false,,,,,,,,,,,
"UgygmigS0Vzi4EBYrx94AaABAg","ricky ho","/channel/UCJUqloQVqj9byWsQucK25HQ","https://yt3.ggpht.com/a/AGF-l7-7Ev-T3NgNxTZZIJPLsY0_TPrC22UaWP87gA=s48-c-k-c0xffffffff-no-rj-mo","I believe her absolutely that she pray  for The president And GOP to REPENT.",0,"13 minutes ago",1575614970891,false,false,,,,,,,,,,,
"UgwjYrg8ifO1VPUGIi14AaABAg","bossaliniem$B tv","/channel/UCz-UbNroGbwvfP5r34MnSsg","https://yt3.ggpht.com/a/AGF-l797arfrbpW7VHRRcTcXMtdpxfLOyZrXP5B3NA=s48-c-k-c0xffffffff-no-rj-mo","Dont worry Republicans its almost over , your rain didnt last  long.  cheaters always get caught in the end! Lol dont cry wolf now it looks dum",0,"15 minutes ago",1575614850892,false,false,,,,,,,,,,,
"Ugy_UQE8JfFDZCtZQSp4AaABAg","100% Real Woman 4 The Throw the Bum Out Party!","/channel/UC4oKz1-TO0jYOdD_c-WE_Rw","https://yt3.ggpht.com/a/AGF-l78Misu42_ySUsBC6pjBy43oxTukFux5Eqn7hg=s48-c-k-c0xffffffff-no-rj-mo","Tarnish his legacy? The best part of his legacy will be the impeachment!😁",0,"16 minutes ago",1575614790895,false,false,,,,,,,,,,,
"UgwpdR0bgVqvF6BvJMx4AaABAg","Angela Shaw Clark-Westoven","/channel/UC7GUPSnXpTsX1W2yZzafLUQ","https://yt3.ggpht.com/a/AGF-l7_S1nlldskX8eCUBxMhWhRglLLmVpSDVy5yMA=s48-c-k-c0xffffffff-no-rj-mo","I worked in a sanitarium as a nurse and have never seen ANYONE as delusional as Drumpf.",2,"17 minutes ago",1575614730897,false,false,,,,,,,,,,,
"Ugy6nx1ia-UD1DVfulR4AaABAg","David Connor","/channel/UCNRvOeSN38hbNCiM7gxXSEQ","https://yt3.ggpht.com/a/AGF-l78laM3_doHB_Q-my3OmPO3F8zFvJB0MfHTFpw=s48-c-k-c0xffffffff-no-rj-mo","Champagne 🥂 is on nice 👍🍾🍷. Get on with it!!! Off with his fugly orange head!!!!",0,"18 minutes ago",1575614670898,false,false,,,,,,,,,,,
"UgynHtlnFz-2Mb9sqa14AaABAg","Wesley Blood","/channel/UC6gQ30jLR67CdT7S0PSoV2w","https://yt3.ggpht.com/a/AGF-l7-BHTexohPdy1ADLWYGdrA-NEXSbLgQcah7XQ=s48-c-k-c0xffffffff-no-rj-mo","It's done donny, resign and move to Russia.",0,"19 minutes ago",1575614610900,false,false,,,,,,,,,,,
"Ugw7HI16ZDH6ipf8kUt4AaABAg","Khalee1","/channel/UC7RKsvnT743QRRNQm7zwQKw","https://yt3.ggpht.com/a/AGF-l7-ymnvipiqyhZjvX-t4LromPZeaC-49VEhz-g=s48-c-k-c0xffffffff-no-rj-mo","And the senate will either acquit or dismiss As the Dems by themselves cant do anything.\n\n\nOnly thing that gets rid of him is supporting the dem candidate, and Voting trump and the gop out of office.",0,"19 minutes ago",1575614610901,false,false,,,,,,,,,,,
"UgxiZ0uKcAg2GZtEU3h4AaABAg","cougarlopez","/channel/UCjKiiZ4kireTJn1sdA4Z1uw","https://yt3.ggpht.com/a/AGF-l78KEA8APODaec9qirURQLxMZabal4S_56SXlA=s48-c-k-c0xffffffff-no-rj-mo","What is Chump and the republicturds hiding? If he is honest let the Democrats look like fools is that easy why are they fighting it so hard if there is mo crime ?",0,"19 minutes ago",1575614610906,false,false,,,,,,,,,,,
"UgyoAGOwH2CdseXbGEZ4AaABAg","Jay Cee","/channel/UC_FcTy8ZGWJasVwbIKVqYNQ","https://yt3.ggpht.com/a/AGF-l78-0XKS5KoPEpnufjAfI2d_RItcgulAKQJJCw=s48-c-k-c0xffffffff-no-rj-mo","This is just like the project Veritas reaction. Don’t talk about the subject. Instead start from a place of character assassins and flat out lies.  Jeffrey Epstein didn’t kill himself and a Kentucky gun range isn’t near Syria.",0,"19 minutes ago",1575614610907,false,false,,,,,,,,,,,
"UgyusLphwS81z1HgjIl4AaABAg","Toaster Strudel","/channel/UCLlX7N8KPOshrMnIdB8EbDQ","https://yt3.ggpht.com/a/AGF-l7_iWU1CvHH25Y2aXfGJUXsEe2dbckgUNBej_g=s48-c-k-c0xffffffff-no-rj-mo","Turley is a Democrat.",0,"19 minutes ago",1575614610909,false,false,,,,,,,,,,,
"UgyaCxjPXUuWvLo98Tp4AaABAg","Dilan Currier","/channel/UCgnBebtOjr-xvwqrYUqBUrQ","https://yt3.ggpht.com/a/AGF-l7_dlHH-3em4iBhejga3ahGBWvb4nS1ZF6De9A=s48-c-k-c0xffffffff-no-rj-mo","How is cnn still publishing? Absolutely trash",0,"19 minutes ago",1575614610911,false,false,,,,,,,,,,,
"UgwbaAwQOwTBkQhLF-t4AaABAg","Dre Moe510","/channel/UCUjpNQ5u1puT3_YlQPyHsfw","https://yt3.ggpht.com/a/AGF-l79xwuDBKmBlvDAkv2cJo1SgiSrcvlkHI7RYJQ=s48-c-k-c0xffffffff-no-rj-mo","Liberal Democrats are the most Hateful people in the country",0,"21 minutes ago",1575614490913,false,false,,,,,,,,,,,
"UgzzHlw-CZembJjfmet4AaABAg","basher basher","/channel/UCYx8uNx4I7tzqNw7-fDMFcQ","https://yt3.ggpht.com/a/AGF-l7_-bTT9j7w0wgaBvSUl3ysOOlDTyeb4UaaAcg=s48-c-k-c0xffffffff-no-rj-mo","Trump killed Epstein, he should've cooperated with the prosecutors and given up Trump & Prince Andrew.",0,"22 minutes ago",1575614430914,true,false,,,,,,,,,,,
"UgwBhGwQ87pw906gIkR4AaABAg","Dre Moe510","/channel/UCUjpNQ5u1puT3_YlQPyHsfw","https://yt3.ggpht.com/a/AGF-l79xwuDBKmBlvDAkv2cJo1SgiSrcvlkHI7RYJQ=s48-c-k-c0xffffffff-no-rj-mo","MAGA 2020",0,"22 minutes ago",1575614430916,false,false,,,,,,,,,,,
"UgzMpfzVUMOfo7qAhUx4AaABAg","Ronnie Terry","/channel/UCsM--H1jTk_5UOozL1d7dcg","https://yt3.ggpht.com/a/AGF-l7-sSlPmQECgbykuQB-uRv-USOrqfTO3FTdeiw=s48-c-k-c0xffffffff-no-rj-mo","What is the evidence for impeachment?  I  will answer the question, there is no evidence for impeachment.  President Trump will be re-elected in 2020.",0,"22 minutes ago",1575614430917,false,false,,,,,,,,,,,
"UgxQfgeyP5Hj9lgJZeJ4AaABAg","Dawn-Marie Langlois","/channel/UCCehFWQNUIaPEaN4mV7QMFg","https://yt3.ggpht.com/a/AGF-l7_qrD8GHJiC7rDjdbQ8U0EKnLTuNzruRgnHWA=s48-c-k-c0xffffffff-no-rj-mo","Who is paying all these LAWYERS, taxpayers money at work for TRUMP, RUDY, BARR, NUNES all flying around Europe to CORRUPTION, just add it to the MILLIONS EVERY WEEK TO HIS GOLF RESORT and his FAMILY VACATIONS with winter ski resorts  and summer boating ALL with an ARSENAL of SECURITY.",0,"23 minutes ago",1575614370920,false,false,,,,,,,,,,,
"UgyU62mlBi3aRzBxkFd4AaABAg","Wesley Blood","/channel/UC6gQ30jLR67CdT7S0PSoV2w","https://yt3.ggpht.com/a/AGF-l7-BHTexohPdy1ADLWYGdrA-NEXSbLgQcah7XQ=s48-c-k-c0xffffffff-no-rj-mo","All certain that most Republicans Senators also think impeachment a good idea to get rid of the worst president ever.\nTired of the embarrassment and humiliation this president has caused USA.",0,"24 minutes ago",1575614311961,false,true,"EkQSC19FQW83NEdjVzNnwAEAyAEA4AEBogINKP___________wFAAMICGxoXaHR0cHM6Ly93d3cueW91dHViZS5jb20iABgGMk4aTBIaVWd5VTYybWxCaTNhUnpCeGtGZDRBYUFCQWciAggAKhhVQ3VwdlpHLTVrb19laVhBdXBiRGZ4V3cyC19FQW83NEdjVzNnQAFI9AM%3D",3,,,,,,,,,
,,,,,,,,,,,,"UgyU62mlBi3aRzBxkFd4AaABAg.92BeugY0siX92BfFpYhIQY","Crim Sin","/channel/UC4O4I2v4tz-vKDcsGLwzoog","https://yt3.ggpht.com/a/AGF-l78Vbv1KPPXa6R5ywqm_fmw8D6F_N1o2j5nLqw=s32-c-k-c0xffffffff-no-rj-mo","Wesley Blood better then other presidents. So shut up.",0,"21 minutes ago",1575614492422,false
,,,,,,,,,,,,"UgyU62mlBi3aRzBxkFd4AaABAg.92BeugY0siX92BfLPu-asm","Wesley Blood","/channel/UC6gQ30jLR67CdT7S0PSoV2w","https://yt3.ggpht.com/a/AGF-l7-BHTexohPdy1ADLWYGdrA-NEXSbLgQcah7XQ=s32-c-k-c0xffffffff-no-rj-mo","Too few Republicans has stepped forward to protect this extremely stupid President.\nWhy they also wishes Trump will lose power.",0,"20 minutes ago",1575614552423,false
,,,,,,,,,,,,"UgyU62mlBi3aRzBxkFd4AaABAg.92BeugY0siX92Bfgv-6K_w","Wesley Blood","/channel/UC6gQ30jLR67CdT7S0PSoV2w","https://yt3.ggpht.com/a/AGF-l7-BHTexohPdy1ADLWYGdrA-NEXSbLgQcah7XQ=s32-c-k-c0xffffffff-no-rj-mo","@Crim Sin hahaha...\nNot stopping you to brew more moonshine.",0,"17 minutes ago",1575614732424,false
"Ugw863f38A-7vrX5Gah4AaABAg","Harpo","/channel/UC3dSe5dglPdMiKWLMsDodAQ","https://yt3.ggpht.com/a/AGF-l79g0kXlqrf1Vskb2rYO9mWQREcLj6CasIKBDw=s48-c-k-c0xffffffff-no-rj-mo","HAHAHA!!  CNN, we've been waiting for over 3 yrs. for the Dems to come up with a legitimate reason.  Hasn't happened, ain't about to happen now.  The Dems have been voting to impeach long before the hearings.  The hearings have been a farce and yet CNN thinks this is the end.  Unbelievable!",0,"24 minutes ago",1575614311962,false,false,,,,,,,,,,,
"UgwejVxiQ2ghnZelOzB4AaABAg","Lee S.","/channel/UCHofUiBgvLWLOmcoE9TJNIw","https://yt3.ggpht.com/a/AGF-l79skF-oxSiVQgq_uaKq4FPZJiou35c0RVHutw=s48-c-k-c0xffffffff-no-rj-mo","What the hell is wrong with her voice?\nAll of the sudden, she sounds like Henry Kissinger....\nDid she stay up all last night, and chain smoke 6 cartons of cigarettes?",1,"26 minutes ago",1575614191964,false,false,,,,,,,,,,,
"UgzLureb_ueT9S4T7IZ4AaABAg","Bigdzl L.","/channel/UC6POY6CaHFIasT-0wLFABhw","https://yt3.ggpht.com/a/AGF-l78RhH2ntL_Id75L7c53Oob6qnuxhhi3KkwMwQ=s48-c-k-c0xffffffff-no-rj-mo","Trump finally out did Obama in presidency.",0,"26 minutes ago",1575614191965,true,false,,,,,,,,,,,
"Ugx7rkfGGLyzTfgdCBJ4AaABAg","Ghost Timmy","/channel/UCjT5izEs9Dfb4A9oIYNYQFg","https://yt3.ggpht.com/a/AGF-l7_-73ZaUknNHQcXV963H_xQHvnQ82BHhDSjIg=s48-c-k-c0xffffffff-no-rj-mo","do Catholics believe that unborn babies should be murdered? real question",0,"27 minutes ago",1575614131966,false,false,,,,,,,,,,,
"UgySd0knoC_xXLhwHOB4AaABAg","Sweet Willy","/channel/UCk1NSX1bwQbtqF63UFWx8qg","https://yt3.ggpht.com/a/AGF-l78_IqRbxOWXIp0ErGtBzBZ8Yb6lyB-bR3LENg=s48-c-k-c0xffffffff-no-rj-mo","Nutty Nancy sounds senile",0,"27 minutes ago",1575614131968,false,false,,,,,,,,,,,
"Ugw1BaSdGK314DTXN6l4AaABAg","Japheth barasa","/channel/UCW4lLRHzwXcsue14nyf-MEQ","https://yt3.ggpht.com/a/AGF-l7-yFw4WAob70rRWSKS5tGKXODbCrq4G91eq1g=s48-c-k-c0xffffffff-no-rj-mo","she preys for the president!",0,"27 minutes ago",1575614131974,false,false,,,,,,,,,,,
"Ugx36qXa--Sn34c5Ze14AaABAg","Laquinta Mentlow","/channel/UCF3o9HbE4fyOHjvdydY2ttA","https://yt3.ggpht.com/a/AGF-l79W_f0JhhUBAWhpOP1undPNYqug4mjyHOwJ=s48-c-k-c0xffffffff-no-rj-mo","Yes let's get his ass out of here....#Trump gone",0,"27 minutes ago",1575614131976,false,false,,,,,,,,,,,
"UgwQ8PBQqskqxfh6Rvh4AaABAg","Nguyen TT","/channel/UCVrWnNCP9wenSS50UO-ZlCQ","https://yt3.ggpht.com/a/AGF-l7_KhgLSCdgjiUGkiMFpOxqxLZr_bl9gVuvoVA=s48-c-k-c0xffffffff-no-rj-mo","This two party system is retarded",0,"27 minutes ago",1575614131977,false,false,,,,,,,,,,,
"UgwYBG3RUAAbL_d3_nB4AaABAg","Alexis Andrade","/channel/UCjS6oV-ArCttCbCL23cxXnA","https://yt3.ggpht.com/a/AGF-l7-mgdDL1ppfe34MT12cI04KlN4hGB25_167Pg=s48-c-k-c0xffffffff-no-rj-mo","The Senate wont convict and trump will still be president",0,"28 minutes ago",1575614071978,false,false,,,,,,,,,,,
"UgwuD6S3eWEeQlvjhjh4AaABAg","p lr","/channel/UC-A7h5iLiiEqqtYA8mebEsQ","https://yt3.ggpht.com/a/AGF-l79LUFrCzFkXycjyqIdObhrF3sVC2RxU9SLnqw=s48-c-k-c0xffffffff-no-rj-mo","Nunes is the new Cohen",0,"28 minutes ago",1575614071980,false,false,,,,,,,,,,,
"UgxRjq6FRm87xOgsf6V4AaABAg","Sweet Willy","/channel/UCk1NSX1bwQbtqF63UFWx8qg","https://yt3.ggpht.com/a/AGF-l78_IqRbxOWXIp0ErGtBzBZ8Yb6lyB-bR3LENg=s48-c-k-c0xffffffff-no-rj-mo","Dems are blinded by hate and ignorance \n\nTrump will win again in 2020 in part because of that fact",0,"28 minutes ago",1575614071983,false,false,,,,,,,,,,,
"UgwV0r0E_jIZhZ4INTZ4AaABAg","Daisy Serna","/channel/UClevd_Y_Mvmp31Pcz0Q0-OA","https://yt3.ggpht.com/a/AGF-l7-soh2Bf6H0aqbbjNvs0mBn-D3cuQ510NIelQ=s48-c-k-c0xffffffff-no-rj-mo","ALL I WANT FOR CHRISTMAS IS TRUMP’S IMPEACHMENT ! Lock that corrupt Lard ass up.",0,"28 minutes ago",1575614071987,false,false,,,,,,,,,,,
"UgwZkL8lbPQuExsY1B14AaABAg","Domepeace_ltd productions","/channel/UCbLLLySsbAAjaxC7us1qoQw","https://yt3.ggpht.com/a/AGF-l79xc76z8WXG8aaI1LpeIKeoOb3AMlSO7IiOFg=s48-c-k-c0xffffffff-no-rj-mo","all but certain.....no way!",0,"29 minutes ago",1575614011992,false,false,,,,,,,,,,,
"UgxEBrzEWtfl4LQ-GzZ4AaABAg","magdalyn","/channel/UCnmcksNJ44GWOyDhsrIQzag","https://yt3.ggpht.com/a/AGF-l79VaFfOk4TFKTGYGYKNDUspefbmLkchGmbdAA=s48-c-k-c0xffffffff-no-rj-mo","I loved how she told him off. That's how a dignified woman sends a big F U to mysogenous, demeaning , rhetorical questions.",0,"29 minutes ago",1575614011995,false,false,,,,,,,,,,,
